name,description,cuisine
Homemade Kit Kat Bars Recipe,Homemade Kit Kat bars recipe is a very easy recipe to make especially when you have sudden cravings for something chocolatey. Kids are sure to like this recipe and might not stop with one bar to snack on. You can also serve Homemade Kit Kat bars as a dessert at a house party or birthday party.,Continental
चेट्टिनाड ड्राई पेप्पर चिकन रेसिपी - Chettinad Dry Pepper Chicken Recipe,"चेट्टिनाड ड्राई पेप्पर चिकन रेसिपी, एक सरल और स्वादिष्ट रेसिपी है जिसे आप अपने रोज के खाने के लिए बना सकते है या फिर अपनी हाउस पार्टी के लिए स्टार्टर के लिए परोस सकते है. यह एक बहुत ही प्रसिद्ध दक्षिण भारतीय रेसिपी है जिसे तमिल नाडु के घरो में बनाया सकता है.",Chettinad
Methi Khakhra Recipe - Gujarati Savory Crispy Flat Bread,"The Gujarati Khakhra is a snack made from whole wheat flour and is served for breakfast, tea or even taken as a travel snack. It is wholesome as it is made from whole wheat flour and delicately flavoured with ingredients like fenugreek, turmeric and asafoetida.",Gujarati Recipes﻿
"चकुंदर, गाजर और ककड़ी का सलाद रेसिपी - Beetroot, Carrot & Cucumber Salad with Peanuts Recipe","चकुंदर, गाजर और ककड़ी का सलाद रेसिपी एक सरल और सेहतमंद सलाद रेसिपी है जिसे आप अपने रोज के खाने के साथ परोस सकते है. यह सलाद मिनरल और विटामिन से भरपूर है. इस में मूंगफली का भी प्रयोग किया जाता है जो इस सलाद में क्रंच देती है.",North Indian Recipes
Spinach Open Toast With Fried Egg Recipe,"Spinach Open Toast With Fried Egg Recipe makes a great breakfast or a snack after your work. The combination of tomato, spinach and egg makes the dish healthy and low in calories. Egg provides ample amount of protein, spinach gives you iron. It is wholesome breakfast that can keep you active through the day and energize your body.",Continental
Rajasthani Mirchi Bada Recipe - Chilli Fritters,"Mirchi Bada is a famous Indian deep fried snack made of chilli from the state of Rajasthan. The bigger variety of chillies are used for this recipe. The chillies are stuffed with a wonderful tangy potato mix, then dipped into the chickpea batter and then fried. It makes for a delicious snack to be had with the evening tea.",Rajasthani
Rajasthani Mirchi Bada Recipe - Chilli Fritters,"Mirchi Bada is a famous Indian deep fried snack made of chilli from the state of Rajasthan. The bigger variety of chillies are used for this recipe. The chillies are stuffed with a wonderful tangy potato mix, then dipped into the chickpea batter and then fried. It makes for a delicious snack to be had with the evening tea.",Rajasthani
"Beetroot, Carrot & Cucumber Salad with Peanuts Recipe ","Beetroot, Carrot & Cucumber Salad with Peanuts Recipe is an Indian salad that can go really well with any main course.",North Indian Recipes
चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी - Chinese Vegetable Fried Rice Recipe,चायनीज वेजिटेबल फ्राइड रेसिपी रेसिपी एक एशियन फ्लेवर रेसिपी है जिसे एशियन करी के साथ परोसा जाता है. इसमें सब्ज़िओ  को तेज आंच पारा पकाया जाता है जिससे उसमे क्रंच रहे और फिर चावल के साथ मिलाया जाता है.  ,Chinese
वन पॉट प्रेशर कुकर चिकन करी रेसिपी - One Pot Pressure Cooker Chicken Curry Recipe,"वन पॉट प्रेशर कुकर चिकन करी रेसिपी एक आसान रेसिपी है जिसे दक्षिण भारतीय स्टाइल में बनाया गया है. यह उन दिनों के लिए पर्याप्त रेसिपी है जब आप कुछ आसान और स्वादिष्ट खाना चाहते है. फ्लेवर से भरपूर, यह करी आपको जरूर पसंद आएगी और आप इसे बार बार बनाएंगे।  ",South Indian Recipes
Nutty Chocolate Banana Smoothie Recipe,"Nutty Chocolate Banana Smoothie Recipe is a wholesome smoothie recipe which makes for a great post workout drink to replenish all the lost energy. It's a rich smoothie filled with the goodness of potassium, omega 3, good fats and lots of fibre owing to banana, dates and the various healthy seeds. You can also add a scoop of protein powder for that extra boost. ",Continental
One Pot Punjabi Rajma Masala Recipe - One pot Punjabi Rajma Masala Recipe,Punjabi Rajma Masala is a very famous recipe that is made in every house in North India. Rajma rice is a dish which is also famous for street food and is often made during winter. You will definitely get Rajma Masala in every restaurant in North India.,North Indian Recipes
Stuffed Gobi Ka Paratha - Spiced Cauliflower Flatbread,"Stuffed Gobi Ka Paratha Recipe is a simple wholesome flat bread, that is easy to make and nutritious to eat. The addition of flax seeds, along with spices and herbs, makes this paratha a perfect choice for a lunch box or a weekend breakfast along with a spicy mango pickle and yogurt.",North Indian Recipes
Afghani Dhoog Recipe - Cucumber Mint Buttermilk/ Chaas,"Doogh is a classic twist to the traditional Afghan Yogurt Drink also known as Chaas in India where the yogurt is blended along with mint, spices and cucumber making it a perfect drink for the summers.",Afghan
Peanut Chutney Podi Recipe - Peanut Chutney Podi Recipe,"Peanut chutney podi recipe is a delicious mail that is used by seized peanuts, garlic, cumin, tamarind, curry leaves and green chillies. This is a very easy recipe and you can store it for days. You can serve it with idli, dosa, upma or any other dish.",Karnataka
Chatpati Chana Dal Chaat Recipe,"Chatpati Chana Dal Chaat Recipe is a spicy crunchy tea time snack that can be prepared in a matter of minutes. In the traditional recipe the chana dal is deep fried, but in this recipe we roasted the dal in a an oven. But you can also use an air fryer to make it healthy. Top the roasted or fried chana dal with onions, green chillies and chaat masala to make a delicious tea time snack.",Indian
Sabudana Khatti Meethi Namkeen Recipe,Sabudana Khatti Meethi Namkeen Recipe is a delicious crunchy snack made with nylon tapioca pearls and can be eaten during fasting. It Is especially made for Navratri and because it is made for fasting there is no onion and no garlic in this recipe.,Indian
Braided Almond Roll Recipe,Braided Almond Roll is one of those dishes which you can bake for your parties or any special occasions. It is delicious and can be served as a sweet dish after your meal.,Continental
Bhakri Chaat Recipe With Green Moong Sprouts And Aloo,Bhakri Chaat Recipe With Green Moong Sprouts And Aloo is a delicious chaat recipe that can be served to your guests at tea time or even as an appetizer at dinner parties.,Indian
Andhra Style Makka Garelu Recipe (Corn Vada Recipe),"Andhra Style Makka Garelu Recipe (Maize Kernel Vada Recipe) is an interesting recipe made with corn kernels to create a delicious vada. The corn kernels are ground along with onions, green chilli, coriander leaves and then shallow fried on a skillet to create a crispy flat vada. It is the best dish to be prepared during those rainy day when you just need a hot cup of chai and a crispy vada to munch on.",Andhra
Murungai Keerai Masala Vadai Recipe,"Murungai Keerai vadai is a healthier version of fried evening snack prepared by adding drumstick leaves to the chana dal mixture.You can either prepare it by traditionally deep frying it, or by using the paniyaram pan to make the same tasty fritters with less oil. This paniyaram method takes few drops of oil per vadai.",South Indian Recipes
Bhakarwadi Chat Recipe - Maharashtra Spaced Chaat,"This Bhakarwadi Chaat Recipe, uses the maharashtrian snack- crispy bhakarwadi as the base topped with a generous helping of yoghurt, sweet and spicy chutneys and garnished with sev.",Fusion
Ella Ada Recipe-Steamed Rice Pancakes With Coconut & Jaggery Filling," Ela Ada, is a Traditional Kerala delicacy. It is made of fresh grated coconut and jaggery, which is layered inside a dough made of  the rice flour and steamed in a banana leaf.It is usually prepared on Onam and goes well with any sadhya. ",Kerala Recipes
